Prg TRTbl Name,CRF ID,Description,CRF Change Type,SR No,Status,SR Assigned to,CRF Logged date,Implementation by BASIS Team,CRF Closer Date,CR Status,CRF Initiator,Assigned Executive User Name,Master Data General Configuration,Assigned Work Group Name,Owner Work Group Name,Information,Pre Migration Approved 2,Pre Migration Approved 2 Time,Pre Migration Approved 3,Pre Migration Approved 3 Time,Level 3 Approved By Name,Level 3 Approval Date,Level 4 Approved By Name,Level 4 Approval Date
,6967,Setup New MRP Daily Batch Job for 1F – MNSR plant in ECC production system,Normal,104786,Resolved,Amit Kumar,2025-08-14 08:49:21.640,2025-08-18 11:17:02.267,2025-08-18 11:17:02.267,Implementation Review Closed,Prasun Mishra,Amit Kumar,No,IT Support (Enterprise Platform),IT Support (Enterprise Platform),"As per business need We need to setup new background job update MRP of 1F MNSR plant . Details of Job name , variants , frequency is attached in excel .",Amit Kumar Dubey,Aug 18 2025 6:13AM,,,"Ashish Dogra,Ashish Dogra,Mosharraf Imam,Goji Sugita","Aug 14 2025 8:45AM,Aug 14 2025 8:40AM,Aug 14 2025 6:18AM,Aug 14 2025 8:55AM",Bhasker Chhabra,Aug 14 2025 8:57AM
,6968,Security note implementation - Jul 2025 Release . We have implanted notes in ECC DEV and QA implement in production by following CR process . complete details are attached . below TR need to import in ECC and GRC systems . GRC = GRDK900876 TPPIT12203 Security_Patch_July_GRC ECC = SDVK965659 TPPIT12203 Security_Patch_July,Normal,105412,Resolved,Prasun Mishra,2025-08-14 09:20:59.780,2025-08-28 11:32:08.283,2025-08-28 11:32:08.283,Implementation Review Closed,Prasun Mishra,Amit Kumar,No,IT Support (Enterprise Platform),IT Support (Enterprise Platform),"Security notes are recommendation from SAP to rectify VA, bugs and we need to implement it our landscape ASAP . 1: We need to implement CVE-2025-42959 and SNote 3600846 in all ECC , GRC systems .complete details are attached in excel . 2: We need to implement CVE-2025-42953 and SNote 3623440 in all ECC , GRC systems .complete details are attached in excel . 3: We need to implement CVE-2025-42952 and SNote 3623255 in all ECC , GRC systems .complete details are attached in excel . We have captured changes in below TRs , and needs to move in ECC and GRC production system . GRC = GRDK900876 TPPIT12203 Security_Patch_July_GRC ECC = SDVK965659 TPPIT12203 Security_Patch_July",Amit Kumar Dubey,Aug 28 2025 6:12AM,,,"Ashish Dogra,Ashish Dogra,Mosharraf Imam,Goji Sugita","Aug 18 2025 6:04AM,Aug 14 2025 1:44PM,Aug 14 2025 1:07PM,Aug 14 2025 12:04PM",Bhasker Chhabra,Aug 27 2025 12:08PM
,6972,"Installation of new LET 4.0 server in the designated rack. Tasks include unpacking, BOM verification, visual inspection, mounting, cabling, powering on, IP assignment, firmware update.",Normal,106328,Pending,Dhaval Vyas,2025-08-14 22:47:42.000,2025-08-26 07:57:35.070,2025-08-26 07:57:35.070,Implementation Review Closed,Darshankumar Patel,Darshankumar Patel,No,IT Support (Vithlapur),IT Support (Vithlapur),,Akhilesh Kumar Gupta,Aug 26 2025 2:42AM,,,"Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 18 2025 4:13AM,Aug 18 2025 10:09AM,Aug 18 2025 4:01AM,Aug 18 2025 7:44AM,Aug 18 2025 4:17AM",Bhasker Chhabra,Aug 18 2025 11:08AM
Report name: ZAT_STOCK_ACTUAL_PLAN_TEMP TR: SDVK964925,6976,Management Dashboard: Format to be changed with stock data,Normal,106392,Resolved,Nikita Pal,2025-08-18 16:52:30.493,2025-08-22 11:25:03.377,2025-08-22 11:25:03.377,Implementation Review Closed,Nikita Pal,Amit Kumar,No,IT Support (Enterprise Platform),"IT Support (SAP SD, CS, PI)","As IS Process: Currently, in Dashboard report only Storage capacity & Actual Stock showing. To be Process: To visualize the actual dispatchable stock at Plant level and In transit stock situation to the management, LPC suggested to add few fields as shown below: Production Stock (After PDI OFF) Hold Vehicle (After PDI Off) Stock After Logistics IN (Dispatchable Stock) Inter Plant/RDC transit stock Total Stock (Physical + transit)","Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 20 2025 4:47AM,Aug 19 2025 12:35PM,Aug 19 2025 11:09AM,Aug 19 2025 11:39AM,Aug 21 2025 4:28AM",Bhasker Chhabra,Aug 21 2025 1:07PM,,,,
Page level and Database level changes.,6981,"Regrading ACR (Advanced cheque request), mistakenly i have cancelled the ACR number 41,498 in Eportal so kindly rollback the given ACR number & update the status to ""On Hold"" under the user ID Ajay Gulia San - [11979].",Normal,106058,Resolved,Rajesh Roshan,2025-08-19 18:14:59.973,2025-08-25 11:07:15.160,2025-08-25 11:07:15.160,Implementation Review Closed,Priyanka .,DataCenter,No,IT Support (Infra),IT Support (Employee Portal),"Regrading ACR (Advanced cheque request), mistakenly i have cancelled the ACR number 41,498 in Eportal so kindly rollback the given ACR number & update the status to ""On Hold"" under the user ID Ajay Gulia San - [11979].","Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 21 2025 8:04AM,Aug 21 2025 5:18AM,Aug 21 2025 5:46AM,Aug 21 2025 5:41AM,Aug 21 2025 5:04AM",Bhasker Chhabra,Aug 21 2025 1:07PM,,,,
,6985,New Server Hardware installation for LET 4.0 in 3F DC Rack,Normal,106459,Resolved,Mohammed Shahid Ulla,2025-08-20 11:40:04.000,2025-08-29 15:17:14.613,2025-08-29 15:17:14.613,Implementation Review Closed,Munish Kumar,Munish Kumar,No,Mfg. Infra Support - 3F,Mfg. Infra Support - 3F,New Server Hardware installation for LET 4.0 in 3F DC Rack,Piyushkumar Viththalbhai Patel,Aug 29 2025 10:12AM,,,"Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 21 2025 1:26AM,Aug 20 2025 12:56PM,Aug 20 2025 10:13AM,Aug 20 2025 10:20AM,Aug 20 2025 7:47AM",Bhasker Chhabra,Aug 21 2025 1:05PM
Table name: ZWC_POST,7000,Deletion of Discrepant Credit Notes.,Normal,106174,Resolved,Neelanshu Agarwal,2025-08-21 14:56:43.183,2025-08-26 11:32:13.913,2025-08-26 11:32:13.913,Implementation Review Closed,Neelanshu Agarwal,Nikita Pal,No,"IT Support (SAP SD, CS, PI)","IT Support (SAP SD, CS, PI)",Request to delete legacy credit notes from SAP due to amount mismatches identified.,"Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 24 2025 1:47PM,Aug 24 2025 11:22AM,Aug 24 2025 11:49AM,Aug 24 2025 1:53PM,Aug 24 2025 12:23PM",Bhasker Chhabra,Aug 24 2025 2:02PM,,,,
,7001,Windows Test server monthly patching activity for month of Aug'25,Normal,106639,Resolved,DataCenter,2025-08-21 16:57:57.503,2025-08-27 17:23:52.700,2025-08-27 17:23:52.700,Implementation Review Closed,Kamlesh Mahore,Kamlesh Mahore,No,IT Support (Infra),IT Support (Infra),we have received security update from ASH for monthly patching activity for month of Aug'25. currently we are applying patches on Test machines and after 1 week observation same will be applied on Prod environment. Patching plan attached. CVE-2025-47981(9.8) CVE-2025-50165(9.8) CVE-2025-53770(9.8) CVE-2025-53766(9.8) CVE-2025-50171(9.1) CVE-2025-47158(9.0) CVE-2007-0671(8.8) CVE-2013-3893(8.8) CVE-2025-49735(8.1) CVE-2025-50177(8.1) CVE-2025-53793(7.5),Akshat Kumar Puri,Aug 27 2025 12:12PM,,,"Amit Taneja,Ashish Dogra,Mosharraf Imam,Goji Sugita","Aug 23 2025 6:02PM,Aug 23 2025 10:07AM,Aug 23 2025 2:33AM,Aug 23 2025 4:00AM",Bhasker Chhabra,Aug 24 2025 2:02PM
,7002,Zerto version upgrade from version9 to version10,Normal,106757,Resolved,DataCenter,2025-08-21 17:18:21.560,2025-08-26 08:32:52.250,2025-08-26 08:32:52.250,Implementation Review Closed,Kamlesh Mahore,Kamlesh Mahore,No,IT Support (Infra),IT Support (Infra),"we have found after ESXi host upgradation to vSphere 8.0.3, current Zerto version does not support vSphere 8.0.3. We must upgrade Zerto version to vSphere 8.0.3 supported version that is Zerto version9 to version10. No production impact. detailed plan attached.",Akshat Kumar Puri,Aug 26 2025 3:12AM,,,"Amit Taneja,Ashish Dogra,Mosharraf Imam,Goji Sugita","Aug 23 2025 6:01PM,Aug 23 2025 10:07AM,Aug 23 2025 2:33AM,Aug 23 2025 4:01AM",Bhasker Chhabra,Aug 24 2025 2:02PM
..,7007,Smart Part Distributor Digitization-Phae1 [Prepone as per Business Request] Change Point: 1. Geo Tagging 2. PVC Heat Map 3. Part and Vehcile Parmotion,Normal,72577,Resolved,Priyank Bansal,2025-08-22 10:17:17.487,2025-08-30 08:57:28.780,2025-08-30 08:57:28.780,Implementation Review Closed,Vivek Sharma,Sitaram Faldolia,No,IT Support (EPC HO),IT Support (Hirise),Financial Impact : NoTax Impact : NoPayable Impact : NoRequest Details : Dear IT Team - Pl. find the requirement to digitalise the Part Distributor operations thorugh time anf paper saving.,"Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 29 2025 10:15AM,Aug 29 2025 5:47AM,Aug 29 2025 5:35AM,Aug 29 2025 4:43AM,Aug 29 2025 5:10AM",Bhasker Chhabra,Aug 29 2025 1:33PM,,,,
Table name: ZWC_POST,7008,Data Update: Credit Note Date in SAP need to update as per HIRISE Date.,Normal,106687,Resolved,Neelanshu Agarwal,2025-08-22 10:25:05.410,2025-08-26 11:36:43.380,2025-08-26 11:36:43.380,Implementation Review Closed,Nikita Pal,Nikita Pal,No,"IT Support (SAP SD, CS, PI)","IT Support (SAP SD, CS, PI)",Credit Note deletion form SAP system due to Credit Note date mismatch between SAP and HiRise system. As requested by IT team.Credit Note date to be corrected same as HiRise system.,"Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 23 2025 8:13AM,Aug 23 2025 8:39AM,Aug 23 2025 5:06AM,Aug 23 2025 6:18AM,Aug 23 2025 6:02AM",Bhasker Chhabra,Aug 23 2025 12:22PM,,,,
Working Days Logic has been integrated into both the application components and the email calculation logic. These changes will be applied to the honda_eportal workspace. The updated file has been uploaded to GitHub.,7017,"The logic for calculating ""Due Days"" needs to be updated to reflect only working days, excluding weekends and holidays. This calculation should be applied consistently across the system, including during task creation, so that users always see the number of days remaining based on actual working days.",Normal,106210,Resolved,Priyansh Saxena,2025-08-25 12:24:26.000,2025-08-30 13:39:52.630,2025-08-30 13:39:52.630,Implementation Review Closed,Priyansh Saxena,Priyansh Saxena,No,Apex Application,Apex Application,"1. Due Date Filter Enhancement: When creating a new task, the due date filter will now consider only working days. Appropriate validation has been implemented to ensure accuracy. 2. Working Days-Based Due Calculation: In both email notifications and the dashboard, the calculation of due days will be based exclusively on working days. Non-working days will be excluded from the total, ensuring that the remaining or exceeded days reflect actual working time.","Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 27 2025 6:30AM,Aug 28 2025 12:02PM,Aug 27 2025 8:54AM,Aug 27 2025 8:04AM,Aug 27 2025 11:43AM",Bhasker Chhabra,Aug 29 2025 1:32PM,,,,
Working Days Logic has been integrated into both the application components and the email calculation logic. These changes will be applied to the honda_eportal workspace. The updated file has been uploaded to GitHub.,7017,"The logic for calculating ""Due Days"" needs to be updated to reflect only working days, excluding weekends and holidays. This calculation should be applied consistently across the system, including during task creation, so that users always see the number of days remaining based on actual working days.",Normal,106868,Resolved,Priyansh Saxena,2025-08-25 12:24:26.000,2025-08-30 13:39:52.630,2025-08-30 13:39:52.630,Implementation Review Closed,Priyansh Saxena,Priyansh Saxena,No,Apex Application,Apex Application,"1. Due Date Filter Enhancement: When creating a new task, the due date filter will now consider only working days. Appropriate validation has been implemented to ensure accuracy. 2. Working Days-Based Due Calculation: In both email notifications and the dashboard, the calculation of due days will be based exclusively on working days. Non-working days will be excluded from the total, ensuring that the remaining or exceeded days reflect actual working time.","Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 27 2025 6:30AM,Aug 28 2025 12:02PM,Aug 27 2025 8:54AM,Aug 27 2025 8:04AM,Aug 27 2025 11:43AM",Bhasker Chhabra,Aug 29 2025 1:32PM,,,,
* compileSdkVersion * targetSdkVersion,7018,"As per new API guideline from Google for android application, API level to be upgraded from 34 to 35. To comply to the same, new build to be released on Playstore.",Normal,106884,New,,2025-08-25 15:27:00.000,2025-08-29 11:48:25.553,2025-08-29 11:48:25.553,Implementation Review Closed,Shubhi Tiwari,Shubhi Tiwari,No,CRM Portals,CRM Portals,,"Amit Taneja,Ashish Dogra,Mosharraf Imam,Amarjeet Singh,Goji Sugita","Aug 27 2025 11:07AM,Aug 27 2025 9:04AM,Aug 27 2025 11:15AM,Aug 27 2025 9:43AM,Aug 27 2025 11:42AM",Bhasker Chhabra,Aug 27 2025 12:07PM,,,,
EnquiryController.js EnquiryService.js ActivityController.js,7023,Changes in Enquiry Mobility for CRM App to be deployed on production,Normal,106871,Resolved,Vivek Sharma,2025-08-25 22:55:46.187,2025-08-29 11:54:31.430,2025-08-29 11:54:31.430,Implementation Review Closed,Shubhi Tiwari,Alok Kumar Singh,No,IT Support (Mobility),IT Support (Mobility),,"Amit Taneja,Ashish Dogra,Amarjeet Singh,Mosharraf Imam,Goji Sugita","Aug 27 2025 12:23PM,Aug 27 2025 12:28PM,Aug 27 2025 12:35PM,Aug 27 2025 12:27PM,Aug 27 2025 12:09PM",Bhasker Chhabra,Aug 27 2025 1:41PM,,,,
,7024,Please create Batch Job in ECC production systems as per attached Sheet to transfer the factory stock data from SAP to HIRISE,Normal,106414,Resolved,Prasun Mishra,2025-08-26 09:01:32.650,2025-08-30 09:09:17.060,2025-08-30 09:09:17.060,Implementation Review Closed,Prasun Mishra,Amit Kumar,No,IT Support (Enterprise Platform),IT Support (Enterprise Platform),Please create Batch Job as per attached Sheet to transfer the factory stock data from SAP to HIRISE .Details are attached . Job is Required for add W/H stock data in daily mail report from HIRISE.,Amit Kumar Dubey,Aug 30 2025 3:42AM,,,"Amit Taneja,Ashish Dogra,Mosharraf Imam,Goji Sugita","Aug 27 2025 12:26PM,Aug 28 2025 12:04PM,Aug 27 2025 8:04AM,Aug 27 2025 4:41AM",Bhasker Chhabra,Aug 29 2025 1:31PM
